3401	3-2121
78AA	2-4D26
78AB	2-4D27
78AC	2-4D28
78AD	1-7150
78AE	2-4D29
78AF	2-4D2A
78B0	2-4D2B
78B1	2-4D2C
78B2	2-4D2D
78B3	2-4D2E
78B6	2-4D2F
78B9	2-4D30
78BA	0-7C2C
78BB	0-7C2D
78BC	0-5827
78BD	2-4D31
78BE	1-5C3E
78BF	2-4D32
78C1	0-6D38
78C2	2-4D33
78C3	2-4D34
78C4	2-4D35
78C5	0-5B36
78C6	2-4D36
78C7	2-4D37
78C8	1-686D
78C9	2-4D38
78CA	0-5670
78CB	0-732F
78CC	2-4D39
78CD	2-4D3A
78CE	0-4D25
78CF	1-5E58
78D0	0-5A71
78D1	1-6662
78D2	2-4D3B
78D3	2-4D3C
78D4	1-6E7C
78D5	1-576D
78D6	2-4D3D
78DA	1-6C29
78DB	2-4D3E
78DD	2-4D3F
78DF	2-4D40
78E0	1-5C51
78E1	2-4D41
78E2	2-4D42
78E3	2-4D43
78E4	2-4D44
78E7	1-6B6E
78E8	0-5828
78E9	2-4D45
78EA	1-7038
78EC	0-4C64
78ED	2-4D46
78EF	0-5134
78F2	2-4D47
78F3	2-4D48
78F4	1-5D6E
78F5	0-4A58
78F6	2-4D49
78F7	1-5F69
78F9	2-4D4A
78FA	1-5978
78FB	0-5A72
78FC	1-6B3C
78FD	1-5A3B
78FE	2-4D4B
78FF	2-4D4C
7901	0-7527
7904	2-4D4D
7906	2-4D4E
7907	2-4D4F
7909	2-4D50
790C	1-5F29
790E	0-7528
790F	1-5B5F
7910	2-4D51
7911	1-5D29
7912	1-6A4B
7913	2-4D52
7914	2-4D53
7916	0-6626
7917	2-4D54
7919	1-6663
791A	2-4D55
791B	2-4D56
791C	2-4D57
791D	2-4D58
791E	2-4D59
791F	2-4D5A
7920	2-4D5B
7923	2-4D5C
7924	2-4D5D
7925	2-4D5E
7926	2-4D5F
7927	1-5F2A
7928	2-4D60
7929	2-4D61
792A	0-556C
792B	0-5578
792C	0-5A73
792D	1-7435
792E	2-4D62
792F	2-4D63
7930	2-4D64
7931	1-5F24
7934	2-4D65
7935	2-4D66
7936	2-4D67
7938	2-4D68
7939	2-4D69
793A	0-6346
793B	2-4D6A
793C	2-4D6B
793D	2-4D6C
793E	0-5E64
793F	2-4D6D
7940	0-5E65
7941	0-5135
7944	2-4D6E
7945	1-687A
7946	1-6F37
7947	0-5136
7948	0-5137
7949	0-7233
794A	1-717E
794B	2-4D6F
794C	2-4D70
794F	2-4D71
7950	0-695E
7951	2-4D72
7952	2-4D73
7953	1-6261
7954	1-623C
7955	1-6321
7956	0-7053
7957	0-7234
7958	2-4D74
795A	0-7054
795B	0-4B64
795C	0-7B54
795D	0-7566
795E	0-636A
795F	1-6534
7960	0-5E66
7961	2-4D75
7962	1-5C5E
7963	2-4D76
7964	2-4D77
7965	0-5F54
7967	1-6D26
7968	0-7879
7969	2-4D78
796B	2-4D79
796D	0-702E
7970	2-4D7A
7972	2-4D7B
7974	2-4D7C
7975	2-4D7D
7979	2-4D7E
797A	0-5138
797C	1-5962
797D	2-4E21
797E	2-4E22
797F	0-565F
7980	1-7251
7981	0-5057
7982	2-4E23
7983	2-4E24
7988	2-4E25
798A	1-5861
798B	1-6A63
798D	0-7C21
798E	0-6F6E
798F	0-5C58
7991	0-695F
7992	2-4E26
7993	2-4E27
7994	1-6C6B
7995	2-4E28
7996	2-4E29
7997	2-4E2A
7998	2-4E2B
799A	2-4E2C
799B	2-4E2D
799C	2-4E2E
799D	1-6E2A
79A0	2-4E2F
79A1	2-4E30
79A2	2-4E31
79A4	2-4E32
79A5	2-4E33
79A6	0-655D
79A7	0-7D7B
79A8	1-5B75
79A9	2-4E34
79AA	0-6049
79AB	1-5C78
79AC	2-4E35
79AD	2-4E36
79AE	0-5649
79AF	2-4E37
79B0	1-5C5F
79B1	0-542A
79B2	2-4E38
79B3	0-654C
79B4	1-6672
79B6	2-4E39
79B7	2-4E3A
79B8	2-4E3B
79B9	0-6960
79BA	1-684D
79BB	1-5F5E
79BD	0-5058
79BE	0-7C22
79BF	0-543E
79C0	0-6233
79C1	0-5E67
79C4	2-4E3C
79C5	2-4E3D
79C6	1-573B
79C8	2-4E3E
79C9	0-5C3C
79CA	0-5236
79CB	0-7555
79CC	2-4E3F
79CD	2-4E40
79CE	2-4E41
79CF	2-4E42
79D1	0-4E21
79D2	0-7529
79D4	2-4E43
79D5	0-5D79
79D6	2-4E44
79D8	0-5D7A
79DA	2-4E45
79DC	2-4E46
79DD	2-4E47
79DE	2-4E48
79DF	0-7055
79E0	2-4E49
79E1	2-4E4A
79E2	1-5E62
79E3	1-6028
79E4	0-765F
79E5	2-4E4B
79E6	0-725A
79E7	0-646B
79E9	0-7271
79EA	1-6E21
79EB	1-705C
79EC	1-5774
79ED	2-4E4C
79EE	2-4E4D
79F0	2-4E4E
79F1	2-4E4F
79F3	2-4E50
79F4	2-4E51
79F6	2-4E52
79F7	2-4E53
79F8	1-5743
79FA	2-4E54
79FB	0-6C39
79FD	2-4E55
7A00	0-7D7C
7A01	1-5877
7A02	1-5E2E
7A03	2-4E56
7A04	2-4E57
7A05	0-612A
7A07	2-4E58
7A08	0-4A59
7A09	2-4E59
7A0A	1-6C6C
7A0B	0-6F6F
7A0C	1-5D42
7A0D	0-752A
7A0F	2-4E5A
7A10	2-4E5B
7A11	2-4E5C
7A12	2-4E5D
7A13	2-4E5E
7A14	0-6C79
7A15	2-4E5F
7A17	0-782D
7A18	2-4E60
7A19	0-7242
7A1A	0-7643
7A1B	2-4E61
7A1C	0-5752
7A1E	1-5952
7A1F	0-7922
7A20	0-7056
7A21	2-4E62
7A22	2-4E63
7A24	2-4E64
7A26	2-4E65
7A27	1-644E
7A28	2-4E66
7A2B	2-4E67
7A2C	2-4E68
7A2D	2-4E69
7A2E	0-707A
7A2F	2-4E6A
7A30	2-4E6B
7A31	0-7660
7A32	2-4E6C
7A34	2-4E6D
7A35	2-4E6E
7A36	0-6973
7A37	0-7243
7A38	2-4E6F
7A39	1-6E2E
7A3A	2-4E70
7A3B	0-542B
7A3C	0-4A33
7A3D	0-4D26
7A3E	2-4E71
7A3F	0-4D43
7A40	0-4D5A
7A41	2-4E72
7A44	2-4E73
7A45	1-5760
7A46	0-594F
7A47	2-4E74
7A48	2-4E75
7A49	0-7644
7A4B	2-4E76
7A4C	2-4E77
7A4D	0-6E5D
7A4E	0-6744
7A4F	2-4E78
7A54	2-4E79
7A55	2-4E7A
7A56	2-4E7B
7A57	0-6234
7A58	2-4E7C
7A59	2-4E7D
7A5A	2-4E7E
7A5C	2-4F21
7A5F	2-4F22
7A60	1-5C4B
7A61	0-5F62
7A62	0-675B
7A64	2-4F23
7A65	2-4F24
7A67	2-4F25
7A68	2-4F26
7A69	0-6831
7A6A	2-4F27
7A6B	0-7C2E
7A6C	2-4F28
7A6D	2-4F29
7A6E	2-4F2A
7A70	0-654D
7A71	2-4F2B
7A73	2-4F2C
7A74	0-7A6B
7A75	1-663F
7A76	0-4F3C
7A78	2-4F2D
7A79	0-4F62
7A7A	0-4D76
7A7B	2-4F2E
7A7D	0-6F70
7A7E	1-687B
7A7F	0-743E
7A80	1-5D68
7A81	0-544D
7A82	1-5E6E
7A83	1-6C40
7A84	0-7338
7A85	1-687C
7A86	1-722D
7A87	2-4F2F
7A88	0-6921
7A89	2-4F30
7A8A	1-6858
7A8B	2-4F31
7A8C	2-4F32
7A8F	2-4F33
7A90	2-4F34
7A91	2-4F35
7A92	0-7272
7A93	0-736B
7A94	2-4F36
7A95	0-7057
7A96	1-5A3C
7A97	1-6E70
7A98	0-4F57
7A99	2-4F37
7A9A	2-4F38
7A9B	1-5A60
7A9E	2-4F39
7A9F	0-4F5F
7AA0	1-5953
7AA2	2-4F3A
7AA3	1-6521
7AA4	2-4F3B
7AA8	2-4F3C
7AA9	0-6840
7AAA	0-6841
7AAB	2-4F3D
7AAC	1-6972
7AAE	0-4F63
7AAF	0-6922
7AB0	2-4F3E
7AB1	2-4F3F
7AB2	2-4F40
7AB3	1-6973
7AB4	2-4F41
7AB5	2-4F42
7AB6	1-5A61
7AB7	2-4F43
7AB8	2-4F44
7AB9	1-682F
7ABA	0-502A
7ABB	1-6E71
7ABE	1-5963
7ABF	1-5F51
7AC0	2-4F45
7AC1	2-4F46
7AC4	0-7341
7AC5	0-502B
7AC6	2-4F47
7AC7	0-5464
7AC8	1-6D27
7AC9	2-4F48
7ACA	0-6F3C
7ACB	0-5821
7ACC	2-4F49
7AD1	2-4F4A
7AD2	2-4F4B
7AD7	0-595F
7AD8	2-4F4C
7AD9	0-7357
7ADA	2-4F4D
7ADB	2-4F4E
7ADC	2-4F4F
7ADD	0-5C3D
7ADF	0-4C65
7AE0	0-6D71
7AE2	1-6353
7AE3	0-7162
7AE4	2-4F50
7AE5	0-545B
7AE6	1-6524
7AE9	2-4F51
7AEA	0-6235
7AEB	2-4F52
7AEC	2-4F53
7AED	0-4A66
7AEE	2-4F54
7AEF	0-532E
7AF1	2-4F55
7AF4	2-4F56
7AF6	0-4C66
7AF7	2-4F57
7AF8	1-5855
7AF9	0-7153
7AFA	0-7567
7AFB	2-4F58
7AFD	1-6939
7AFE	2-4F59
7AFF	0-4A5A
7B00	2-4F5A
7B01	2-4F5B
7B04	2-4F5C
7B05	2-4F5D
7B06	1-716F
7B07	2-4F5E
7B08	1-5B60
7B09	2-4F5F
7B0A	1-6D28
7B0B	2-4F60
7B0C	1-6629
7B0E	2-4F61
7B0F	0-7B6E
7B10	2-4F62
7B11	0-6145
7B12	1-5B5A
7B13	2-4F63
7B14	2-4F64
7B17	2-4F65
7B18	1-6C44
7B19	0-5F69
7B1A	2-4F66
7B1B	0-6E5E
7B1E	0-7742
7B1F	2-4F67
7B20	0-5822
7B21	2-4F68
7B22	2-4F69
7B23	2-4F6A
7B24	2-4F6B
7B25	1-6354
7B26	0-5D2C
7B27	1-6E7D
7B28	1-6259
7B2A	2-4F6C
7B2B	2-4F6D
7B2C	0-702F
7B2D	0-563D
7B2E	2-4F6E
7B2F	1-5C47
7B31	2-4F6F
7B32	2-4F70
7B33	1-572B
7B34	2-4F71
7B35	1-615E
7B36	2-4F72
7B38	2-4F73
7B39	0-612B
7B3F	2-4F74
7B40	2-4F75
7B41	2-4F76
7B44	2-4F77
7B45	1-6440
7B46	0-7936
7B47	2-4F78
7B48	1-596F
7B49	0-5475
7B4A	2-4F79
7B4B	0-5049
7B4C	0-6F27
7B4D	0-626C
7B4E	2-4F7A
7B4F	0-5B6A
7B50	0-4E4C
7B51	0-7568
7B52	0-7755
7B53	1-5862
7B54	0-534D
7B55	2-4F7B
7B56	0-737E
7B57	2-4F7C
7B58	2-4F7D
7B5F	1-623D
7B60	0-5035
7B61	2-4F7E
7B62	2-5021
7B63	2-5022
7B64	2-5023
7B65	1-5775
7B66	1-5964
7B67	1-5838
7B68	2-5024
7B69	1-7160
7B6A	2-5025
7B6B	2-5026
7B6C	0-607E
7B6D	2-5027
7B6E	0-5F7B
7B6F	2-5028
7B70	2-5029
7B71	1-646E
7B72	2-502A
7B73	1-6C5E
7B74	2-502B
7B75	0-665D
7B77	2-502C
7B78	2-502D
7B7D	0-6824
7B84	2-502E
7B85	2-502F
7B86	2-5030
7B87	0-4B4D
7B88	2-5031
7B8A	2-5032
7B8B	0-6F28
7B8C	2-5033
7B8D	1-5878
7B8E	1-737A
7B8F	0-6E34
7B90	2-5034
7B91	2-5035
7B92	1-7046
7B93	2-5036
7B94	0-5A58
7B95	0-5139
7B96	2-5037
7B97	0-5F29
7B98	2-5038
7B99	1-6227
7B9A	0-7330
7B9B	2-5039
7B9C	1-5945
7B9D	0-4C44
7B9E	2-503A
7B9F	2-503B
7BA0	1-7047
7BA1	0-4E37
7BA2	2-503C
7BA4	2-503D
7BAC	2-503E
7BAD	0-6F29
7BAF	2-503F
7BB0	2-5040
7BB1	0-5F55
7BB2	2-5041
7BB4	0-6D57
7BB5	2-5042
7BB6	2-5043
7BB7	2-5044
7BB8	0-6E46
7BBD	2-5045
7BBE	1-646F
7BC0	0-6F3D
7BC1	0-7C56
7BC4	0-5B74
7BC5	2-5046
7BC6	0-6F2A
7BC7	0-7839
7BC8	2-5047
7BC9	0-7569
7BCA	1-7429
7BCB	1-735F
7BCC	1-7466
7BCE	2-5048
7BD2	0-6359
7BD4	1-6945
7BD5	2-5049
7BD7	2-504A
7BD9	1-5879
7BDA	2-504B
7BDB	1-6673
7BDC	2-504C
7BDD	1-5A62
7BDE	2-504D
7BDF	2-504E
7BE0	0-6146
7BE1	2-504F
7BE2	2-5050
7BE3	2-5051
7BE4	0-543F
7BE5	2-5052
7BE6	1-6322
7BE7	2-5053
7BE8	2-5054
7BE9	0-5E68
7BEA	1-6E22
7BED	2-5055
7BF0	2-5056
7BF1	2-5057
7BF2	2-5058
7BF3	1-725C
7BF4	2-5059
7BF7	1-622E
7BF8	2-505A
7BF9	2-505B
7BFA	2-505C
7BFB	2-505D
7BFC	2-505E
7BFD	2-505F
7BFE	1-6046
7BFF	2-5060
7C00	1-6E7E
7C01	2-5061
7C02	2-5062
7C03	2-5063
7C05	2-5064
7C06	2-5065
7C07	0-706A
7C09	1-7048
7C0A	2-5066
7C0B	1-5B30
7C0C	2-5067
7C0D	2-5068
7C0E	2-5069
7C0F	1-5E7C
7C10	2-506A
7C11	2-506B
7C12	0-7342
7C19	2-506C
7C1A	2-506D
7C1B	2-506E
7C1C	2-506F
7C1D	2-5070
7C1E	0-532F
7C1F	1-6C45
7C20	1-617C
7C21	0-4A5B
7C22	2-5071
7C23	2-5072
7C25	2-5073
7C26	2-5074
7C27	0-7C57
7C28	2-5075
7C29	2-5076
7C2A	0-6D58
7C2B	0-6147
7C2C	2-5077
7C2D	2-5078
7C2E	2-5079
7C33	2-507A
7C34	2-507B
7C35	2-507C
7C37	1-6F52
7C38	1-7170
7C39	2-507D
7C3A	2-507E
7C3B	2-5121
7C3C	2-5122
7C3D	0-7458
7C3E	0-5633
7C3F	0-5D2D
7C40	2-5123
7C43	0-553E
7C44	2-5124
7C45	2-5125
7C46	2-5126
7C47	2-5127
7C48	2-5128
7C49	2-5129
7C4A	2-512A
7C4B	2-512B
7C4C	0-7143
7C4D	0-6E5F
7C4F	2-512C
7C50	1-5D6F
7C52	1-6D51
7C53	2-512D
7C54	1-6535
7C57	2-512E
7C58	2-512F
7C59	2-5130
7C5A	2-5131
7C5B	1-6C2A
7C5C	1-713E
7C5D	2-5132
7C5E	2-5133
7C5F	1-5F2B
7C60	0-566B
7C63	2-5134
7C64	0-7459
7C65	1-6674
7C66	2-5135
7C67	1-5776
7C69	1-6169
7C6B	2-5136
7C6C	0-5766
7C6D	2-5137
7C6E	2-5138
7C6F	2-5139
7C70	2-513A
7C72	1-6974
7C73	0-5A37
7C75	2-513B
7C78	2-513C
7C79	2-513D
7C7A	2-513E
7C7C	2-513F
7C7D	2-5140
7C7E	1-6A64
7C80	2-5141
7C81	1-6F38
7C82	2-5142
7C83	0-5D7B
7C84	2-5143
7C85	2-5144
7C86	2-5145
7C87	2-5146
7C88	2-5147
7C89	0-5D4F
7C8B	2-5148
7C8D	1-6051
7C91	2-5149
7C92	0-5823
7C93	2-514A
7C94	2-514B
7C95	0-5A59
7C96	2-514C
7C97	0-7058
7C98	0-6F44
7C99	2-514D
7C9B	2-514E
7C9E	2-514F
7C9F	0-6158
7CA1	2-5150
7CA2	1-6A78
7CA3	2-5151
7CA4	1-6958
7CA5	0-7154
7CA6	1-5F6A
7CA7	0-6D72
7CA8	1-6156
7CA9	2-5152
7CAE	0-555B
7CAF	2-5153
7CB0	2-5154
7CB1	0-555C
7CB2	0-7344
7CB3	0-4B57
7CB5	2-5155
7CB8	2-5156
7CB9	0-6236
7CBA	2-5157
7CBB	2-5158
7CBC	1-5F6B
7CBD	1-6D43
7CBE	0-6F71
7CBF	2-5159
7CC2	2-515A
7CC4	2-515B
7CC5	1-6975
7CC6	1-6043
7CC7	2-515C
7CC8	2-515D
7CC9	2-515E
7CCA	0-7B55
7CCB	2-515F
7CCC	2-5160
7CCD	2-5161
7CCE	2-5162
7CD0	2-5163
7CD1	2-5164
7CD2	2-5165
7CD3	2-5166
7CD4	2-5167
7CD5	1-587A
7CD6	0-5358
7CD7	1-5A63
7CD9	1-6D29
7CDA	1-6B48
7CDC	1-607E
7CDD	1-636C
7CDE	0-5D50
7CDF	0-7059
7CE0	0-4B33
7CE1	2-5168
7CE2	1-6052
7CE4	2-5169
7CE5	1-5C2F
7CE6	2-516A
7CE7	0-555D
7CE8	2-516B
7CEA	2-516C
7CEB	2-516D
7CEE	2-516E
7CEF	1-5C30
7CF0	2-516F
7CF1	2-5170
7CF2	1-5E40
7CF4	1-6B6F
7CF5	2-5171
7CF6	1-6D2A
7CF7	2-5172
7CF8	1-6040
7CFA	1-5B3F
7CFB	0-4D27
7CFE	0-502C
7CFF	2-5173
7D00	0-513A
7D02	0-7144
7D03	1-6549
7D04	0-6533
7D05	0-7B75
7D06	0-6961
7D07	0-7D60
7D08	0-7C3C
7D09	2-5174
7D0A	0-5A22
7D0B	0-5A23
7D0C	2-5175
7D0D	0-5221
7D0E	2-5176
7D0F	2-5177
7D10	0-526F
7D11	2-5178
7D12	2-5179
7D13	1-642D
7D14	0-626D
7D15	1-6323
7D16	2-517A
7D17	0-5E69
7D18	0-4E5C
7D19	0-7235
7D1A	0-5064
7D1B	0-5D51
7D1C	1-6946
7D1D	2-517B
7D1E	2-517C
7D1F	2-517D
7D20	0-6148
7D21	0-5B37
7D22	0-5F63
7D29	2-517E
7D2B	0-6D39
7D2C	0-7145
7D2D	2-5221
7D2E	0-734F
7D2F	0-572B
7D30	0-612C
7D31	1-6262
7D32	1-644F
7D33	0-636B
7D35	0-6E47
7D36	2-5222
7D37	2-5223
7D38	2-5224
7D39	0-6149
7D3A	0-4A7A
7D3B	2-5225
7D3C	2-5226
7D3D	2-5227
7D3E	2-5228
7D3F	2-5229
7D40	2-522A
7D41	2-522B
7D42	0-707B
7D43	0-7A61
7D44	0-705A
7D45	0-4C67
7D46	0-5A74
7D47	2-522C
7D49	1-654E
7D4C	2-522D
7D4D	1-6A69
7D4E	2-522E
7D4F	2-522F
7D50	0-4C3F
7D51	2-5230
7D53	2-5231
7D54	2-5232
7D56	1-5979
7D58	2-5233
7D59	1-743D
7D5A	2-5234
7D5B	1-6D2C
7D5C	1-7357
7D5D	2-5235
7D5E	0-4E6D
7D5F	2-5236
7D60	2-5237
7D61	0-5529
7D62	0-7A62
7D63	1-6174
7D66	0-5065
7D67	2-5238
7D68	0-6B56
7D69	1-6D2B
7D6A	0-6C5F
7D6B	2-5239
7D6D	2-523A
7D6E	0-5F7C
7D6F	2-523B
7D70	1-6E35
7D71	0-7756
7D72	0-5E6A
7D73	0-4B34
7D75	2-523C
7D76	0-6F3E
7D78	2-523D
7D79	0-4C35
7D7A	1-7070
7D7B	2-523E
7D7C	2-523F
7D7D	2-5240
7D7F	0-4F3D
7D80	2-5241
7D81	2-5242
7D83	1-6F76
7D84	2-5243
7D85	2-5244
7D86	1-5856
7D88	2-5245
7D89	2-5246
7D8B	2-5247
7D8C	2-5248
7D8D	2-5249
7D8E	0-6F72
7D8F	0-6237
7D91	2-524A
7D92	2-524B
7D93	0-4C68
7D94	2-524C
7D96	2-524D
7D97	2-524E
7D98	1-622F
7D99	2-524F
7D9A	2-5250
7D9B	2-5251
7D9C	0-707C
7D9D	2-5252
7D9E	2-5253
7D9F	2-5254
7DA0	0-5660
7DA2	0-7146
7DA3	1-5B26
7DA5	1-5B76
7DA6	1-5B77
7DA7	1-6D66
7DA9	1-694E
7DAA	2-5255
7DAB	1-6441
7DAC	0-6238
7DAD	0-6B2B
7DAE	1-5863
7DAF	2-5256
7DB0	1-5965
7DB1	0-4B35
7DB2	0-5851
7DB3	2-5257
7DB4	0-744E
7DB5	0-7377
7DB7	2-5258
7DB8	0-5746
7DB9	2-5259
7DBA	0-513B
7DBB	0-772A
7DBC	2-525A
7DBD	0-6D4A
7DBE	0-5753
7DBF	0-587A
7DC0	2-525B
7DC1	2-525C
7DC2	2-525D
7DC3	2-525E
7DC4	1-5932
7DC5	2-525F
7DC6	2-5260
7DC7	0-7645
7DC9	2-5261
7DCA	0-514C
7DCB	0-5D7C
7DCC	1-6976
7DCD	1-6129
7DCE	2-5262
7DCF	2-5263
7DD6	0-5F7D
7DD7	1-637B
7DD8	0-7965
7DD9	2-5264
7DDA	0-604A
7DDB	2-5265
7DDC	1-6044
7DDD	0-727D
7DDE	0-5330
7DDF	2-5266
7DE0	0-7473
7DE1	0-5A49
7DE2	2-5267
7DE3	0-665E
7DE4	2-5268
7DE5	2-5269
7DE6	1-6562
7DE8	0-783A
7DE9	0-6850
7DEA	2-526A
7DEB	2-526B
7DEC	0-587B
7DED	2-526C
7DEF	0-6A55
7DF1	2-526D
7DF2	2-526E
7DF3	2-526F
7DF4	0-5623
7DF5	2-5270
7DF6	1-7226
7DF7	2-5271
7DF9	1-6C6D
7DFA	2-5272
7DFB	0-7646
7E04	2-5273
7E07	2-5274
7E08	1-6769
7E09	0-725B
7E0A	0-647C
7E0B	1-7049
7E0C	2-5275
7E0D	2-5276
7E0E	2-5277
7E0F	2-5278
7E10	1-704A
7E11	1-5846
7E12	2-5279
7E13	2-527A
7E14	2-527B
7E15	0-6832
7E16	2-527C
7E17	1-7039
7E18	1-5864
7E1A	2-527D
7E1B	0-5A5A
7E1C	2-527E
7E1D	0-725C
7E1E	0-7B56
7E1F	0-6932
7E20	1-592B
7E21	0-6E2D
7E22	1-5D70
7E23	0-7A63
7E24	2-5321
7E26	2-5322
7E27	2-5323
7E29	2-5324
7E2A	2-5325
7E2B	0-5C6E
7E2C	2-5326
7E2D	2-5327
7E2E	0-756A
7E2F	0-6660
7E30	2-5328
7E31	0-707D
7E32	1-5F48
7E33	1-5839
7E34	2-5329
7E35	1-6021
7E36	2-532A
7E37	0-572C
7E38	2-532B
7E39	1-724B
7E3A	2-532C
7E3B	1-6121
7E3C	2-532D
7E3D	0-7545
7E3E	0-6E60
7E3F	2-532E
7E41	0-5B65
7E42	2-532F
7E43	0-5D5E
7E44	1-6776
7E45	1-6470
7E46	0-5970
7E47	0-6923
7E48	1-5761
7E4A	2-5330
7E4B	2-5331
7E4D	2-5332
7E4E	2-5333
7E50	1-6462
7E51	2-5334
7E52	0-7179
7E53	2-5335
7E54	0-7244
7E55	0-604B
7E56	1-6367
7E57	1-5F6C
7E58	2-5336
7E59	1-6157
7E5A	1-5F39
7E5B	2-5337
7E5C	2-5338
7E5D	2-5339
7E5E	0-6924
7E5F	2-533A
7E60	2-533B
7E61	0-6239
7E62	1-5B31
7E63	2-533C
7E65	2-533D
7E68	2-533E
7E69	0-6331
7E6A	0-7C6B
7E6B	0-4D28
7E6D	0-4C36
7E6E	2-533F
7E6F	1-7351
7E70	0-705B
7E72	2-5340
7E73	2-5341
7E74	2-5342
7E75	2-5343
7E76	1-672A
7E77	2-5344
7E78	2-5345
7E79	0-663A
7E7B	2-5346
7E7C	0-4D29
7E7D	1-633B
7E7E	1-583A
7E7F	2-5347
7E80	2-5348
7E81	1-746E
7E82	0-7343
7E86	2-5349
7E87	1-5F2C
7E88	1-7541
7E89	2-534A
7E8A	1-597A
7E8B	2-534B
7E8C	0-6159
7E8D	1-5F49
7E8E	2-534C
7E8F	0-6F2B
7E91	2-534D
7E92	2-534E
7E93	0-6745
7E94	1-6B56
7E95	2-534F
7E96	0-6069
7E97	2-5350
7E98	0-7345
7E99	2-5351
7E9A	2-5352
7E9B	0-5440
7E9C	0-553F
7E9D	2-5353
7E9E	2-5354
7F36	0-5D2E
7F37	1-6355
7F38	0-797C
7F3A	0-4C40
7F3B	2-5355
7F3D	2-5356
7F3E	1-6175
7F3F	1-732F
7F43	1-666E
7F44	1-5858
7F45	1-726C
7F47	1-6D67
7F48	2-5357
7F4A	2-5358
7F4B	1-684E
7F4C	0-6522
7F4D	1-5F2D
7F4E	1-5C79
7F4F	2-5359
7F50	0-4E38
7F51	2-535A
7F54	0-5852
7F55	0-7956
7F58	1-623E
7F5B	2-535B
7F5C	2-535C
7F5D	1-6B63
7F5E	2-535D
7F5F	1-587B
7F60	1-612A
7F61	1-5762
7F63	1-5A22
7F65	2-535E
7F66	1-623F
7F67	2-535F
7F68	1-6736
7F69	2-5360
7F6A	0-712A
7F6B	0-4E51
7F6D	2-5361
7F6E	0-7647
7F6F	2-5362
7F70	0-5B6B
7F71	2-5363
7F72	0-5F7E
7F73	2-5364
7F75	0-5861
7F76	2-5365
7F77	0-7773
7F78	1-615D
7F79	0-5767
7F7A	2-5366
7F7B	2-5367
7F7C	1-725D
7F7D	1-5865
7F7E	1-6D78
7F7F	2-5368
7F80	2-5369
7F82	1-583B
7F83	2-536A
7F85	0-547E
7F86	1-6324
7F87	1-5B78
7F88	0-513C
7F8A	0-654F
7F8B	2-536B
7F8C	0-4B36
7F8D	2-536C
7F8E	0-5A38
7F8F	2-536D
7F91	2-536E
7F92	2-536F
7F93	2-5370
7F94	0-4D44
7F95	2-5371
7F96	1-587C
7F97	1-5763
7F98	1-6B49
7F9A	0-563E
7F9B	2-5372
7F9C	2-5373
7F9D	1-6B64
7F9E	0-623A
7FA0	2-5374
7FA1	2-5375
7FA2	2-5376
7FA3	2-5377
7FA4	0-4F58
7FA5	2-5378
7FA6	2-5379
7FA7	2-537A
7FA8	0-604C
7FA9	0-6B79
7FAB	1-5764
7FAC	2-537B
7FAD	2-537C
7FAE	2-537D
7FAF	1-5744
7FB0	2-537E
7FB1	2-5421
7FB2	0-7D7D
7FB3	2-5422
7FB4	2-5423
7FB5	2-5424
7FB6	1-6C2B
7FB7	2-5425
7FB8	0-5768
7FB9	0-4B58
7FBA	2-5426
7FBC	2-5427
7FBD	0-6962
7FBE	2-5428
7FBF	2-5429
7FC0	2-542A
7FC1	0-683A
7FC2	2-542B
7FC3	2-542C
7FC5	0-6347
7FC6	2-542E
7FC7	2-542F
7FC9	2-542D
7FCA	0-6C4D
7FCB	2-5430
7FCC	0-6C4E
7FCD	2-5431
7FCE	0-563F
7FCF	2-5432
7FD0	2-5433
7FD1	2-5434
7FD2	0-6327
7FD4	0-5F56
7FD5	0-7D68
7FD6	1-7534
7FD7	2-5435
7FDB	1-6471
7FDC	2-5436
7FDE	2-5437
7FDF	0-6E61
7FE0	0-7628
7FE1	0-5D7D
7FE3	1-6372
7FE4	1-6563
7FE5	2-5438
7FE6	1-6C2C
7FE7	2-5439
7FE8	2-543A
7FE9	0-783B
7FEA	2-543B
7FEB	0-6851
7FEC	1-747A
7FED	2-543C
7FEE	1-733C
7FEF	2-543D
7FF0	0-7957
7FF2	2-543E
7FF3	1-6777
7FF4	2-543F
7FF7	2-5440
7FF8	2-5441
7FF9	0-4E6E
7FFA	1-587D
7FFB	1-6158
7FFC	0-6C4F
7FFD	2-5442
7FFE	1-7352
7FFF	2-5443
8000	0-6925
8001	0-5655
8003	0-4D45
8004	1-6053
8005	0-6D3A
8006	0-513D
8007	2-5444
8008	2-5445
8009	0-4F3E
800A	2-5446
800B	2-5447
800C	0-6C3B
800D	2-5448
800E	2-5449
800F	2-544A
8010	0-5231
8011	1-5C69
8012	1-5F2E
8014	1-6A79
8015	0-4C69
8016	1-6F77
8017	0-5944
8018	0-697C
8019	1-7171
801B	2-544B
801C	2-544C
801D	2-544D
801E	1-572C
801F	2-544E
8020	2-544F
8021	1-642E
8024	2-5450
8026	1-693A
8028	1-5C55
8029	2-5451
802C	1-5F44
802D	0-513E
802E	2-5452
8030	1-693B
8033	0-6C3C
8034	2-5453
8035	2-5454
8036	0-652D
8037	2-5455
8038	2-5456
8039	2-5457
803A	2-5458
803B	2-5459
803C	2-545A
