3400	A-2121
825F	0-675E
8260	1-5727
8262	0-6760
8263	1-5728
8264	0-675F
8266	0-344F
8267	1-5729
8268	0-6761
826A	0-6762
826B	0-6763
826D	1-572A
826E	0-3A31
826F	0-4E49
8271	0-6765
8272	0-3F27
8274	1-572B
8276	0-3170
8277	0-6766
8278	0-6767
8279	4-7576
827B	1-572C
827D	1-572D
827E	0-6768
827F	1-572E
8280	1-572F
8281	1-5730
8283	1-5731
8284	1-5732
8287	1-5733
8289	1-5734
828A	1-5735
828B	0-3072
828D	0-6769
828E	1-5736
8291	1-5737
8292	0-676A
8293	4-757C
8294	1-5738
8296	1-5739
8298	1-573A
8299	0-4967
829A	1-573B
829B	1-573C
829D	0-3C47
829F	0-676C
82A0	1-573D
82A1	1-573E
82A3	1-573F
82A4	1-5740
82A5	0-3329
82A6	0-3032
82A7	1-5741
82A8	1-5742
82A9	1-5743
82AA	1-5744
82AB	0-676B
82AC	0-676E
82AD	0-474E
82AE	1-5745
82AF	0-3F44
82B0	1-5746
82B1	0-3256
82B2	1-5747
82B3	0-4B27
82B4	1-5748
82B7	1-5749
82B8	0-375D
82B9	0-365C
82BA	1-574A
82BB	0-676D
82BC	1-574B
82BD	0-326A
82BE	1-574C
82BF	1-574D
82C5	0-3423
82C6	1-574E
82D0	1-574F
82D1	0-3171
82D2	0-6772
82D3	0-4E6A
82D4	0-425D
82D5	1-5750
82D7	0-4944
82D9	0-677E
82DA	1-5751
82DB	0-3257
82DC	0-677C
82DE	0-677A
82DF	0-6771
82E0	1-5752
82E1	0-676F
82E2	1-5753
82E3	0-6770
82E4	1-5754
82E5	0-3C63
82E6	0-366C
82E7	0-4377
82E8	1-5755
82EA	1-5756
82EB	0-4651
82ED	1-5757
82EF	1-5758
82F1	0-3151
82F3	0-6774
82F4	0-6773
82F6	1-5759
82F7	1-575A
82F9	0-6779
82FA	0-6775
82FB	0-6778
82FD	1-575B
82FE	1-575C
8300	1-575D
8301	1-575E
8302	0-4C50
8303	0-6777
8304	0-3258
8305	0-337D
8306	0-677B
8307	1-575F
8308	1-5760
8309	0-677D
830A	1-5761
830B	1-5762
830C	4-762A
830E	0-3754
8316	0-6823
8317	0-682C
8318	0-682D
831B	1-5764
831C	0-302B
831D	1-5765
831E	1-5766
831F	1-5767
8321	1-5768
8322	1-5769
8323	0-6834
8328	0-3071
832B	0-682B
832C	1-576A
832D	1-576B
832E	1-576C
832F	0-682A
8330	1-576D
8331	0-6825
8332	0-6824
8333	1-576E
8334	0-6822
8335	0-6821
8336	0-4363
8337	1-576F
8338	0-427B
8339	0-6827
833A	1-5770
833C	1-5771
833D	1-5772
8340	0-6826
8342	1-5773
8343	1-5774
8344	1-5775
8345	0-6829
8347	1-5776
8349	0-4170
834A	0-3755
834D	1-5777
834E	1-5778
834F	0-3141
8350	0-6828
8351	1-5779
8352	0-3953
8353	1-583E
8354	1-5763
8355	1-577A
8356	1-577B
8357	1-577C
8358	0-4171
8362	3-7A6D
8363	4-2E4A
8370	1-577D
8373	0-683A
8375	0-683B
8377	0-3259
8378	1-577E
837B	0-322E
837C	0-6838
837D	1-5821
837F	1-5822
8380	1-5823
8382	1-5824
8384	1-5825
8385	0-682E
8386	1-5826
8387	0-6836
8389	0-683D
838A	0-6837
838D	1-5827
838E	0-6835
8392	1-5828
8393	0-6776
8394	1-5829
8395	1-582A
8396	0-6833
8398	1-582B
8399	1-582C
839A	0-682F
839B	1-582D
839C	1-582E
839D	1-582F
839E	0-3450
839F	0-6831
83A0	0-683C
83A2	0-6832
83A6	1-5830
83A7	1-5831
83A8	0-683E
83A9	1-5832
83AA	0-6830
83AB	0-477C
83AC	1-5833
83AD	1-584C
83B1	0-4D69
83B5	0-6839
83BD	0-684F
83BE	1-5834
83BF	1-5835
83C0	1-5836
83C1	0-6847
83C5	0-3F7B
83C7	1-5837
83C9	1-5838
83CA	0-3546
83CC	0-365D
83CE	0-6842
83CF	1-5839
83D0	1-583A
83D1	1-583B
83D3	0-325B
83D4	1-583C
83D6	0-3E54
83D8	0-6845
83DC	0-3A5A
83DD	1-583D
83DF	0-4551
83E0	0-684A
83E1	3-7B22
83E5	4-763F
83E8	1-583F
83E9	0-4A6E
83EA	1-5840
83EB	0-6841
83EF	0-325A
83F0	0-3856
83F1	0-4929
83F2	0-684B
83F4	0-683F
83F6	1-5841
83F7	0-6848
83F8	1-5842
83F9	1-5843
83FB	0-6852
83FC	1-5844
83FD	0-6843
8401	1-5845
8403	0-6844
8404	0-463A
8406	1-5846
8407	0-6849
840A	1-5847
840B	0-6846
840C	0-4B28
840D	0-684C
840E	0-3060
840F	1-5848
8411	1-5849
8413	0-6840
8415	1-584A
8417	4-7645
8419	1-584B
8420	0-684E
8422	0-684D
8429	0-476B
842A	0-6854
842C	0-685F
842F	1-584D
8431	0-337E
8435	0-6862
8438	0-6850
8439	1-584E
843C	0-6855
843D	0-4D6E
8445	1-584F
8446	0-685E
8447	1-5850
8448	1-5851
8449	0-4D55
844A	1-5852
844D	1-5853
844E	0-4E2A
844F	1-5854
8451	1-5855
8452	1-5856
8456	1-5857
8457	0-4378
8458	1-5858
8459	1-5859
845A	1-585A
845B	0-336B
845C	1-585B
845F	3-7B29
8460	1-585C
8461	0-4972
8462	0-6864
8463	0-4621
8464	1-585D
8465	1-585E
8466	0-3031
8467	1-585F
8469	0-685D
846A	1-5860
846B	0-6859
846C	0-4172
846D	0-6853
846E	0-685B
846F	0-6860
8470	1-5861
8471	0-472C
8473	1-5862
8474	1-5863
8475	0-302A
8476	1-5864
8477	0-6858
8478	1-5865
8479	0-6861
847A	0-4978
847C	1-5866
847D	1-5867
8481	1-5868
8482	0-685C
8484	0-6857
8485	1-5869
848B	0-3E55
8490	0-3D2F
8492	1-586A
8493	1-586B
8494	0-3C2C
8495	1-586C
8497	4-7656
8499	0-4C58
849C	0-4947
849E	1-586D
849F	0-6867
84A1	0-6870
84A6	1-586E
84A8	1-586F
84A9	1-5870
84AA	1-5871
84AD	0-685A
84AF	1-5872
84B1	1-5873
84B2	0-3377
84B4	1-5874
84B8	0-3E78
84B9	0-6865
84BA	1-5875
84BB	0-686A
84BC	0-4173
84BD	1-5876
84BE	1-5877
84BF	0-6866
84C0	1-5878
84C1	0-686D
84C2	1-5879
84C4	0-435F
84C6	0-686E
84C7	1-587A
84C8	1-587B
84C9	0-4D56
84CA	0-6863
84CB	0-3338
84CC	1-587C
84CD	0-6869
84CE	4-765A
84CF	1-587D
84D0	0-686C
84D1	0-4C2C
84D3	1-587E
84D6	0-686F
84D9	0-6868
84DA	0-686B
84DC	1-5921
84E7	1-5922
84EA	1-5923
84EC	0-4B29
84EE	0-4F21
84EF	1-5924
84F0	1-5925
84F1	1-5926
84F2	1-5927
84F4	0-6873
84F7	1-5928
84FA	1-592A
84FB	1-592B
84FC	0-687A
84FD	1-592C
84FF	0-6872
8500	0-3C43
8502	1-592D
8503	1-592E
8506	0-6851
8507	1-592F
850C	1-5930
850E	1-5931
8510	1-5932
8511	0-4A4E
8513	0-4C22
8514	0-6879
8515	0-6878
8517	0-6874
8518	0-6875
851A	0-3136
851B	4-7666
851C	1-5933
851E	1-5934
851F	0-6877
8521	0-6871
8522	1-5935
8523	1-5936
8524	1-5937
8525	1-5938
8526	0-4455
8527	1-5939
852A	1-593A
852B	1-593B
852C	0-6876
852D	0-307E
852F	1-593C
8532	1-5929
8533	1-593D
8534	1-593E
8535	0-4222
8536	1-593F
853D	0-4A43
853E	4-766F
853F	1-5940
8540	0-687B
8541	0-6921
8543	0-4859
8546	1-5941
8548	0-687E
8549	0-3E56
854A	0-3C49
854B	0-6923
854E	0-363E
854F	1-5942
8550	1-5943
8551	1-5944
8552	1-5945
8553	1-5946
8555	0-6924
8556	1-5947
8557	0-4979
8558	0-687D
8559	1-5948
855A	0-6856
855C	1-5949
855D	1-594A
855E	1-594B
855F	1-594C
8560	1-594D
8561	1-594E
8562	1-594F
8563	0-687C
8564	1-5950
8568	0-4F4F
8569	0-4622
856A	0-4973
856B	1-5951
856D	0-692B
856F	1-5952
8577	0-6931
8579	1-5953
857A	1-5954
857B	1-5955
857D	1-5956
857E	0-6932
857F	1-5957
8580	0-6925
8581	1-5958
8584	0-4776
8585	1-5959
8586	1-595A
8587	0-692F
8588	0-6927
8589	1-595B
858A	0-6929
858B	1-595C
858C	1-595D
858F	1-595E
8590	0-6933
8591	0-6928
8593	1-595F
8594	0-692C
8597	0-3172
8598	1-5960
8599	0-4665
859B	0-692D
859C	0-6930
859D	1-5961
859F	1-5962
85A0	1-5963
85A2	1-5964
85A4	0-6926
85A5	1-5965
85A6	0-4126
85A7	1-5966
85A8	0-692A
85A9	0-3B27
85AA	0-3F45
85AB	0-3730
85AC	0-4C74
85AD	1-5974
85AE	0-4C79
85AF	0-3D72
85B0	3-7B40
85B4	1-5967
85B6	1-5968
85B7	1-5969
85B8	1-596A
85B9	0-6937
85BA	0-6935
85BC	1-596B
85BD	1-596C
85BE	1-596D
85BF	1-596E
85C1	0-4F4E
85C2	1-596F
85C7	1-5970
85C9	0-6934
85CA	1-5971
85CB	1-5972
85CD	0-4D75
85CE	1-5973
85CF	0-6936
85D0	0-6938
85D5	0-6939
85D8	1-5975
85D9	4-7728
85DA	1-5976
85DC	0-693C
85DD	0-693A
85DF	1-5977
85E0	1-5978
85E1	4-772A
85E4	0-4623
85E5	0-693B
85E6	1-5979
85E8	1-597A
85E9	0-484D
85EA	0-692E
85ED	1-597B
85F3	1-597C
85F6	1-597D
85F7	0-3D73
85F9	0-693D
85FA	0-6942
85FB	0-4174
85FC	1-597E
85FE	0-6941
85FF	1-5A21
8600	1-5A22
8602	0-6922
8604	1-5A23
8605	1-5A24
8606	0-6943
8607	0-4149
860A	0-693E
860B	0-6940
860D	1-5A25
860E	1-5A26
8610	1-5A27
8611	1-5A28
8612	1-5A29
8613	0-693F
8616	0-5D31
8617	0-5D22
8618	1-5A2A
8619	1-5A2B
861A	0-6945
861B	1-5A2C
861E	1-5A2D
8621	1-5A2E
8622	0-6944
8624	4-7731
8627	1-5A2F
8629	1-5A30
862D	0-4D76
862F	0-623C
8630	0-6946
8636	1-5A31
8638	1-5A32
8639	4-7734
863A	1-5A33
863C	1-5A34
863D	1-5A35
863F	0-6947
8640	1-5A36
8641	1-3866
8642	1-5A37
8646	1-5A38
864D	0-6948
864E	0-3857
8650	0-3554
8652	1-5A39
8653	1-5A3A
8654	0-694A
8655	0-515D
8656	1-5A3B
8657	1-5A3C
8658	1-5A3D
8659	1-5A3E
865A	0-3575
865B	3-7B4E
865C	0-4E3A
865D	1-5A3F
865E	0-3673
865F	0-694B
8660	1-5A40
8661	1-5A41
8662	1-5A42
8663	1-5A43
8664	1-5A44
8667	0-694C
8669	1-5A45
866B	0-436E
866C	1-5A46
866F	1-5A47
8671	0-694D
8675	1-5A48
8676	1-5A49
8677	1-5A4A
8679	0-467A
867A	1-5A4B
867B	0-303A
8687	4-773E
8688	1-5A6D
8689	4-773F
868A	0-3263
868B	0-6952
868C	0-6953
868D	1-5A4C
8691	1-5A4D
8693	0-694E
8695	0-3B3D
8696	1-5A4E
8698	1-5A4F
869A	1-5A50
869C	1-5A51
869D	4-7743
86A1	1-5A52
86A3	0-694F
86A4	0-4742
86A6	1-5A53
86A7	1-5A54
86A8	1-5A55
86A9	0-6950
86AA	0-6951
86AB	0-695B
86AD	1-5A56
86AF	0-6955
86B0	0-6958
86B1	1-5A57
86B3	1-5A58
86B4	1-5A59
86B5	1-5A5A
86B6	0-6954
86B7	1-5A5B
86B8	1-5A5C
86B9	1-5A5D
86BF	1-5A5E
86C0	1-5A5F
86C1	1-5A60
86C3	1-5A61
86C4	0-6956
86C5	1-5A62
86C6	0-6957
86C7	0-3C58
86C9	0-6959
86CB	0-4341
86CD	0-3756
86CE	0-3342
86D1	1-5A63
86D2	1-5A64
86D4	0-695C
86D5	1-5A65
86D7	1-5A66
86D9	0-333F
86DA	1-5A67
86DB	0-6961
86DC	1-5A68
86DE	0-695D
86DF	0-6960
86E0	1-5A69
86E3	1-5A6A
86E4	0-483A
86E5	1-5A6B
86E6	4-774E
86E7	1-5A6C
86E9	0-695E
86EC	0-695F
86ED	0-4948
86EE	0-485A
86EF	0-6962
86F8	0-427D
86F9	0-696C
86FA	1-5A6E
86FB	0-6968
86FC	1-5A6F
86FD	1-5A70
86FE	0-326B
8700	0-6966
8702	0-4B2A
8703	0-6967
8704	1-5A71
8705	1-5A72
8706	0-6964
8707	1-5A73
8708	0-6965
8709	0-696A
870A	0-696D
870B	1-5A74
870D	0-696B
870E	1-5A75
870F	1-5A76
8710	1-5A77
8711	0-6969
8712	0-6963
8713	1-5A78
8714	1-5A79
8718	0-4358
8719	1-5A7A
871A	0-6974
871C	0-4C2A
871E	1-5A7B
871F	1-5A7C
8721	1-5A7D
8723	1-5A7E
8725	0-6972
8728	1-5B21
8729	0-6973
872E	1-5B22
872F	1-5B23
8731	1-5B24
8732	1-5B25
8734	0-696E
8737	0-6970
8739	1-5B26
873A	1-5B27
873B	0-6971
873C	1-5B28
873D	1-5B29
873E	1-5B2A
873F	0-696F
8740	1-5B2B
8743	1-5B2C
8745	1-5B2D
8749	0-4066
874B	0-4F39
874C	0-6978
874D	1-5B2E
874E	0-6979
8751	4-775E
8753	0-6A21
8755	0-3F2A
8757	0-697B
8758	1-5B2F
8759	0-697E
875D	1-5B30
875F	0-6976
8760	0-6975
8761	1-5B31
8763	0-6A22
8764	1-5B32
8765	1-5B33
8766	0-325C
8768	0-697C
876A	0-6A23
876E	0-697D
876F	1-5B34
8771	1-5B35
8772	1-5B36
8774	0-697A
8776	0-4433
8778	0-6977
877B	1-5B37
877C	4-7763
877F	0-4768
8782	0-6A27
8783	1-5B38
8784	1-5B39
8785	1-5B3A
8786	1-5B3B
8787	1-5B3C
8788	1-5B3D
8789	1-5B3E
878B	1-5B3F
878C	1-5B40
878D	0-4D3B
8790	1-5B41
8793	1-5B42
8795	1-5B43
8797	1-5B44
8798	1-5B45
8799	1-5B46
879E	1-5B47
879F	0-6A26
87A0	1-5B48
87A2	0-6A25
87A3	1-5B49
87A7	1-5B4A
87AB	0-6A2E
87AC	1-5B4B
87AD	1-5B4C
87AE	1-5B4D
87AF	0-6A28
87B1	1-5B4E
87B3	0-6A30
87B5	1-5B4F
87BA	0-4D66
87BB	0-6A33
87BD	0-6A2A
87BE	1-5B50
87BF	1-5B51
87C0	0-6A2B
87C1	1-5B52
87C4	0-6A2F
87C6	0-6A32
87C7	0-6A31
87C8	1-5B53
87C9	1-5B54
87CA	1-5B55
87CB	0-6A29
87CE	1-5B56
87D0	0-6A2C
87D2	0-6A3D
87D5	1-5B57
87D6	1-5B58
87D9	1-5B59
87DA	1-5B5A
87DC	1-5B5B
87DF	1-5B5C
87E0	0-6A36
87E2	1-5B5D
87E3	1-5B5E
87E4	1-5B5F
87E5	4-7775
87E6	4-7776
87EA	1-5B60
87EB	1-5B61
87EC	3-7B62
87ED	1-5B62
87EF	0-6A34
87F1	1-5B63
87F2	0-6A35
87F3	1-5B64
87F5	4-7771
87F6	0-6A3A
87F7	0-6A3B
87F8	1-5B65
87F9	0-332A
87FA	1-5B66
87FB	0-3542
87FE	0-6A39
87FF	1-5B67
8801	1-5B68
8803	1-5B69
8805	0-6A24
8806	1-5B6A
8809	1-5B6B
880A	1-5B6C
880B	1-5B6D
880D	0-6A38
880E	0-6A3C
880F	0-6A37
8810	1-5B6E
8811	0-6A3E
8812	1-5B70
8813	1-5B71
8814	1-5B72
8815	0-6A40
8816	0-6A3F
8818	1-5B73
8819	1-5B6F
881A	1-5B74
881B	1-5B75
881C	1-5B76
881E	1-5B77
881F	1-5B78
8821	0-6A42
8822	0-6A41
8823	0-695A
8827	0-6A46
8828	1-5B79
882D	1-5B7A
882E	1-5B7B
8830	1-5B7C
8831	0-6A43
8832	1-5B7D
8835	1-5B7E
8836	0-6A44
8839	0-6A45
883A	1-5C21
883B	0-6A47
883C	1-5C22
8840	0-376C
8841	1-5C23
8842	0-6A49
8843	1-5C24
8844	0-6A48
8845	1-5C25
8846	0-3D30
8848	1-5C26
8849	1-5C27
884A	1-5C28
884B	1-5C29
884C	0-3954
884D	0-5E27
884E	1-5C2A
8851	1-5C2B
8852	0-6A4A
8853	0-3D51
8855	1-5C2C
8856	1-5C2D
8857	0-3339
8858	1-5C2E
8859	0-6A4B
885A	1-5C2F
885B	0-3152
885C	1-5C30
885D	0-3E57
885E	0-6A4C
885F	1-5C31
8860	1-5C32
8861	0-3955
8862	0-6A4D
8863	0-3061
8864	1-5C33
8868	0-493D
8869	1-5C34
886B	0-6A4E
886F	4-782D
8870	0-3F6A
8871	1-5C35
8872	0-6A55
8875	0-6A52
8877	0-436F
8879	1-5C36
887B	1-5C37
887D	0-6A53
887E	0-6A50
887F	0-365E
8880	1-5C38
8881	0-6A4F
8882	0-6A56
8888	0-3736
888B	0-425E
888D	0-6A5C
8892	0-6A58
8896	0-4235
8897	0-6A57
8898	1-5C39
8899	0-6A5A
889A	1-5C3A
889B	1-5C3B
889C	1-5C3C
889E	0-6A51
889F	1-5C3D
88A0	1-5C3E
88A2	0-6A5B
88A4	0-6A5D
88A8	1-5C3F
88AA	1-5C40
88AB	0-486F
88AE	0-6A59
88B0	0-6A5E
88B1	0-6A60
88B4	0-3853
88B5	0-6A54
88B7	0-3041
88BA	1-5C41
88BC	4-782F
88BD	1-5C42
88BE	1-5C43
88BF	0-6A5F
88C0	1-5C44
88C1	0-3A5B
88C2	0-4E76
88C3	0-6A61
88C4	0-6A62
88C5	0-4175
88CA	1-5C45
88CB	1-5C46
88CC	1-5C47
88CD	1-5C48
88CE	1-5C49
88CF	0-4E22
88D1	1-5C4A
88D2	1-5C4B
88D3	1-5C4C
88D4	0-6A63
88D5	0-4D35
88D8	0-6A64
88D9	0-6A65
88DB	1-5C4D
88DC	0-4A64
88DD	0-6A66
88DE	1-5C4E
88DF	0-3A40
88E1	0-4E23
88E7	1-5C4F
88E8	0-6A6B
88EF	1-5C50
88F0	1-5C51
88F1	1-5C52
88F2	0-6A6C
88F3	0-3E58
88F4	0-6A6A
88F5	1-5C53
88F7	1-5C54
88F8	0-4D67
88F9	0-6A67
88FC	0-6A69
88FD	0-403D
88FE	0-3F7E
8901	1-5C55
8902	0-6A68
8904	0-6A6D
8906	1-5C56
8907	0-4A23
890A	0-6A6F
890C	0-6A6E
890D	1-5C57
890E	1-5C58
890F	1-5C59
8910	0-336C
8912	0-4B2B
8913	0-6A70
8915	1-5C5A
8916	1-5C5B
8918	1-5C5C
8919	1-5C5D
891A	1-5C5E
891C	1-5C5F
891D	0-6A7C
891E	0-6A72
8920	1-5C60
8925	0-6A73
8926	1-5C61
8927	1-5C62
8928	1-5C63
892A	0-6A74
892B	0-6A75
8930	1-5C64
8931	1-5C65
8932	1-5C66
8935	1-5C67
8936	0-6A79
8937	4-783D
8938	0-6A7A
8939	1-5C68
893A	1-5C69
893B	0-6A78
893E	1-5C6A
8940	1-5C6B
8941	0-6A76
8942	1-5C6C
8943	0-6A71
8944	0-6A77
8945	1-5C6D
8946	1-5C6E
8949	1-5C6F
894C	0-6A7B
894D	0-7037
894F	1-5C70
8952	1-5C71
8956	0-3228
8957	1-5C72
895A	1-5C73
895B	1-5C74
895C	1-5C75
895E	0-6A7E
895F	0-365F
8960	0-6A7D
8961	1-5C76
8962	1-5C77
8963	1-5C78
8964	0-6B22
8966	0-6B21
896A	0-6B24
896B	1-5C79
896D	0-6B23
896E	1-5C7A
896F	0-6B25
8970	1-5C7B
8972	0-3D31
8973	1-5C7C
8974	0-6B26
8975	1-5C7D
8977	0-6B27
897A	1-5C7E
897B	1-5D21
897C	1-5D22
897D	1-5D23
897E	0-6B28
897F	0-403E
8980	4-7845
8981	0-4D57
8983	0-6B29
8986	0-4A24
8987	0-4746
8988	0-6B2A
8989	1-5D24
898A	0-6B2B
898B	0-382B
898D	1-5D25
898F	0-352C
8990	1-5D26
8993	0-6B2C
8994	1-5D27
8995	1-5D28
8996	0-3B6B
8997	0-4741
8998	0-6B2D
899A	0-3350
899B	1-5D29
899C	1-5D2A
899F	1-5D2B
89A0	1-5D2C
89A1	0-6B2E
89A5	1-5D2D
89A6	0-6B30
89A7	0-4D77
89A9	0-6B2F
89AA	0-3F46
89AC	0-6B31
89AF	0-6B32
89B0	1-5D2E
89B2	0-6B33
89B3	0-3451
89B4	1-5D2F
89B5	1-5D30
89B6	1-5D31
89B7	1-5D32
89BA	0-6B34
89BC	1-5D33
89BD	0-6B35
89BF	0-6B36
89C0	0-6B37
89D2	0-3351
89D4	1-5D34
89D5	1-5D35
89D6	1-5D36
89D7	1-5D37
89D8	1-5D38
89DA	0-6B38
89DC	0-6B39
89DD	0-6B3A
89E3	0-3272
89E5	1-5D39
89E6	0-3F28
89E7	0-6B3B
89E9	1-5D3A
89EB	1-5D3B
89ED	1-5D3C
89F1	1-5D3D
89F3	1-5D3E
89F4	0-6B3C
89F6	1-5D3F
89F8	0-6B3D
89F9	1-5D40
89FD	1-5D41
89FF	1-5D42
8A00	0-3840
8A02	0-447B
8A03	0-6B3E
8A04	1-5D43
8A05	1-5D44
8A07	1-5D45
8A08	0-3757
8A0A	0-3F56
8A0C	0-6B41
8A0E	0-4624
8A0F	1-5D46
8A10	0-6B40
8A11	1-5D47
8A12	1-5D48
8A13	0-3731
8A14	1-5D49
8A15	1-5D4A
8A16	0-6B3F
8A17	0-4277
8A18	0-352D
8A1B	0-6B42
8A1D	0-6B43
8A1E	1-5D4B
8A1F	0-3E59
8A20	1-5D4C
8A21	4-7857
8A22	1-5D4D
8A23	0-376D
8A24	1-5D4E
8A25	0-6B44
8A26	1-5D4F
8A2A	0-4B2C
8A2B	1-5D50
8A2C	1-5D51
8A2D	0-405F
8A2F	1-5D52
8A31	0-3576
8A33	0-4C75
8A34	0-414A
8A35	1-5D53
8A36	0-6B45
8A37	1-5D54
8A3A	0-3F47
8A3B	0-4370
8A3C	0-3E5A
8A3D	1-5D55
8A3E	1-5D56
8A40	1-5D57
8A41	0-6B46
8A43	1-5D58
8A45	1-5D59
8A46	0-6B49
8A47	1-5D5A
8A48	0-6B4A
8A49	1-5D5B
8A4D	1-5D5C
8A4E	1-5D5D
8A50	0-3A3E
8A51	0-4242
8A52	0-6B48
8A53	1-5D5E
8A54	0-3E5B
8A55	0-493E
8A56	1-5D5F
8A57	1-5D60
8A58	1-5D61
8A5B	0-6B47
8A5C	1-5D62
8A5D	1-5D63
8A5E	0-3B6C
8A60	0-3153
8A61	1-5D64
8A62	0-6B4E
8A63	0-3758
8A65	1-5D65
8A66	0-3B6E
8A67	1-5D66
8A69	0-3B6D
8A6B	0-4F4D
8A6C	0-6B4D
8A6D	0-6B4C
8A6E	0-4127
8A70	0-354D
8A71	0-4F43
8A72	0-333A
8A73	0-3E5C
8A75	1-5D67
8A76	1-5D68
8A77	1-5D69
8A79	1-5D6A
8A7A	1-5D6B
8A7B	1-5D6C
8A7C	0-6B4B
8A7E	1-5D6D
8A7F	1-5D6E
8A80	1-5D6F
8A82	0-6B50
8A83	1-5D70
8A84	0-6B51
8A85	0-6B4F
8A86	1-5D71
8A87	0-3858
8A89	0-4D40
8A8B	1-5D72
8A8C	0-3B6F
8A8D	0-4727
8A8F	1-5D73
8A90	1-5D74
8A91	0-6B54
8A92	1-5D75
8A93	0-4040
8A95	0-4342
8A96	1-5D76
8A97	1-5D77
8A98	0-4D36
8A99	1-5D78
8A9A	0-6B57
8A9E	0-386C
8A9F	1-5D79
8AA0	0-403F
8AA1	0-6B53
8AA3	0-6B58
8AA4	0-386D
8AA5	0-6B55
8AA6	0-6B56
8AA7	1-5D7A
8AA8	0-6B52
8AA9	1-5D7B
8AAC	0-4062
8AAD	0-4649
8AAE	1-5D7C
8AAF	1-5D7D
8AB0	0-432F
8AB2	0-325D
8AB3	1-5D7E
8AB6	1-5E21
8AB7	1-5E22
8AB9	0-4870
8ABB	1-5E23
8ABC	0-3543
8ABE	1-5E24
8ABF	0-4434
8AC2	0-6B5B
8AC3	1-5E25
8AC4	0-6B59
8AC6	1-5E26
8AC7	0-434C
8AC8	1-5E27
8AC9	1-5E28
8ACA	1-5E29
8ACB	0-4041
8ACC	0-3452
8ACD	0-6B5A
8ACF	0-3F5B
8AD0	3-7C2A
8AD1	1-5E2A
8AD2	0-4E4A
8AD3	1-5E2B
8AD4	1-5E2C
8AD5	1-5E2D
8AD6	0-4F40
8AD7	1-5E2E
8ADA	0-6B5C
8ADB	0-6B67
8ADC	0-4435
8ADD	1-5E2F
8ADE	0-6B66
8ADF	1-5E30
8AE0	0-6B63
8AE1	0-6B6B
8AE2	0-6B64
8AE4	0-6B60
8AE6	0-447C
8AE7	0-6B5F
8AEB	0-6B5D
8AEC	1-5E31
8AED	0-4D21
8AEE	0-3B70
8AF0	1-5E32
8AF1	0-6B61
8AF3	0-6B5E
8AF4	1-5E33
8AF5	1-5E34
8AF6	1-5E35
8AF7	0-6B65
8AF8	0-3D74
8AFA	0-3841
8AFC	1-5E36
8AFE	0-427A
8AFF	1-5E37
8B00	0-4B45
8B01	0-315A
8B02	0-3062
8B04	0-4625
8B05	1-5E38
8B06	1-5E39
8B07	0-6B69
8B0A	1-5E3F
8B0B	1-5E3A
8B0C	0-6B68
8B0D	4-7866
8B0E	0-4666
8B10	0-6B6D
8B11	1-5E3B
8B14	0-6B62
8B16	0-6B6C
8B17	0-6B6E
8B19	0-382C
8B1A	0-6B6A
8B1B	0-3956
8B1C	1-5E3C
8B1D	0-3C55
8B1E	1-5E3D
8B1F	1-5E3E
8B20	0-6B6F
8B21	0-4D58
8B26	0-6B72
8B28	0-6B75
8B2B	0-6B73
8B2C	0-4935
8B2D	1-5E40
8B30	1-5E41
8B33	0-6B70
8B37	1-5E42
8B39	0-3660
8B3C	1-5E43
8B3E	0-6B74
8B41	0-6B76
8B42	1-5E44
8B43	1-5E45
8B44	1-5E46
8B45	1-5E47
8B46	1-5E48
8B48	1-5E49
8B49	0-6B7A
8B4C	0-6B77
8B4D	1-5E4E
8B4E	0-6B79
8B4F	0-6B78
8B51	4-786C
8B52	1-5E4A
8B53	1-5E4B
8B54	1-5E4C
8B56	0-6B7B
8B58	0-3C31
8B59	1-5E4D
8B5A	0-6B7D
8B5B	0-6B7C
8B5C	0-4968
8B5E	1-5E4F
8B5F	0-6C21
8B63	1-5E50
8B66	0-3759
8B69	3-7C34
8B6B	0-6B7E
8B6C	0-6C22
8B6D	1-5E51
8B6F	0-6C23
8B70	0-3544
8B71	0-6641
8B72	0-3E79
8B74	0-6C24
8B76	1-5E52
8B77	0-386E
8B78	1-5E53
8B79	1-5E54
8B7C	1-5E55
8B7D	0-6C25
8B7E	1-5E56
8B7F	4-786F
8B80	0-6C26
8B81	1-5E57
8B83	0-3B3E
8B84	1-5E58
8B85	1-5E59
8B8A	0-5A4E
8B8B	1-5E5A
8B8C	0-6C27
8B8D	1-5E5B
8B8E	0-6C28
8B8F	1-5E5C
8B90	0-3D32
8B92	0-6C29
8B93	0-6C2A
8B94	1-5E5D
8B95	1-5E5E
8B96	0-6C2B
8B99	0-6C2C
8B9A	0-6C2D
8B9C	1-5E5F
8B9D	3-7C35
8B9E	1-5E60
8B9F	1-5E61
8C37	0-432B
8C38	1-5E62
8C39	1-5E63
8C3A	0-6C2E
8C3D	1-5E64
8C3E	1-5E65
8C3F	0-6C30
8C41	0-6C2F
8C45	1-5E66
8C46	0-4626
8C47	1-5E67
8C48	0-6C31
8C49	1-5E68
8C4A	0-4B2D
8C4B	1-5E69
8C4C	0-6C32
8C4E	0-6C33
8C4F	1-5E6A
8C50	0-6C34
8C51	1-5E6B
8C53	1-5E6C
8C54	1-5E6D
8C55	0-6C35
8C57	1-5E6E
